289,290,290,290,290,290,290,290,290,290,290,290,290,290,290,290,290,290,290,290
308,-1,402,403,404,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,310
308,-1,421,422,423,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,310
308,-1,440,441,442,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,237,238,-1,310
308,-1,312,74,461,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,256,257,-1,310
308,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,275,276,-1,310
308,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,310
308,237,238,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,310
308,256,257,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,310
308,275,276,287,-1,-1,-1,-1,249,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,310
308,-1,287,-1,-1,-1,-1,249,235,230,365,366,-1,-1,-1,-1,-1,-1,-1,310
308,-1,-1,-1,-1,-1,-1,-1,365,366,230,235,249,-1,-1,709,710,711,712,310
308,-1,-1,637,638,639,-1,-1,-1,-1,-1,249,-1,-1,-1,728,729,730,731,310
308,-1,-1,656,657,658,-1,-1,-1,-1,-1,-1,-1,-1,-1,747,748,749,750,310
308,-1,-1,675,676,677,-1,-1,-1,-1,-1,-1,-1,-1,-1,766,74,312,769,310
308,237,238,694,695,696,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,381,-1,310
308,256,257,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,310
308,275,276,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,310
308,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,310
327,328,328,328,328,328,328,328,328,328,328,328,328,328,328,328,328,328,328,329
